TickerStock;TickerETF;TickerFuture;TickerIndex;TickerFundMutual;TickerCurrency
D8V.BE;;;MSEUG.NX;;
8076.HK;;;^NQFR9000AUD;;
5DW.SI;;;^NQFRLCCADN;;
EER7.BE;;;^NQFRMCCAD;;
1132.HK;;;^NQFR4000LMGBPN;;
8393.HK;;;^NQFRMCAUD;;
GHK.MU;;;^NQFRMCAUDN;;
NE6.F;;;^NQFR3000LMCADT;;
SHUA.MU;;;^NQFR2000CADN;;
0275-OL.HK;;;FREIUSAN.FGI;;
HVP.MU;;;WIFRA1770.FGI;;
0QIX.L;;;^NQFR2000AUDT;;
TCH.AX;;;^NQCI3STR;;
0211-OL.HK;;;FR108000.FGI;;
N3Y.BE;;;FRX1Q.FGI;;
S94.F;;;^NQFR3000JPY;;
0053-OL.HK;;;INSTQ.PA;;
0495.HK;;;^NQCI2GCER;;
TXP.TO;;;REX3.DE;;
NCLHN.MX;;;^NQCI2BOTR;;
WPA.BE;;;^NQFR2000LMJPY;;
0759.HK;;;^NQFR9000AUDT;;
G2O.F;;;^NQFR8000LMT;;
BMM.F;;;^NQFRLMCADN;;
C3Q1.SG;;;^NQFR4000AUD;;
PNY.MU;;;WIFRA1350.L;;
8108-OL.HK;;;FRSDXUS.FGI;;
3XP.F;;;^NQFRLMAUDT;;
BM.V;;;^NQFRSCAUDN;;
0015.HK;;;^NQCI2GOTR;;
0233-OL.HK;;;WIFRA3760.L;;
0433.HK;;;^NQFRSCJPYT;;
SLP.L;;;^NQFR7000EUR;;
C3Q1.BE;;;^NQFR2000LM;;
BMGN-M.TA;;;FRD.FGI;;
VDG.F;;;^NQCI3SOER;;
0114.HK;;;^NQCI3PETR;;
0498-OL.HK;;;FRSDEURQ.FGI;;
PL9A.F;;;WIFRA7570.L;;
FOU1.BE;;;^NQCI2KCTR;;
0167.HK;;;^NQCI3LCTR;;
0307-OL.HK;;;REXB.DE;;
1170-OL.HK;;;^NQFR8000LMJPYT;;
0497.HK;;;FRDMSQN.FGI;;
8082-OL.HK;;;^NQCI3BOTR;;
BMW3.BE;;;^NQCI3METR;;
BMPAF;;;FR10QN.FGI;;
0M3.BE;;;^NQCI2LHER;;
0677-OL.HK;;;^NQFR8000N;;
KEH.BE;;;^NQFR2000LMAUD;;
1682.HK;;;^NQFR4000AUDT;;
0310.HK;;;WIFRA7000.FGI;;
GVP.F;;;^NQCI3WTR;;
H4W.BE;;;INSTR.NX;;
0512-OL.HK;;;^NQFR2000CAD;;
2LL2.BE;;;WIFRA5330.FGI;;
0993-OL.HK;;;^NQCI3RMER;;
1188-OL.HK;;;^NQCI3SWER;;
BMO.F;;;^NQCI2GRTR;;
1031-OL.HK;;;^NQFRLMT;;
LIUB.SG;;;^NQCI2SNER;;
0472-OL.HK;;;^NQFR4000EURN;;
N3Y.MU;;;^NQCI3SMTR;;
TJY.F;;;^NQFR5000EURN;;
ORI1.SG;;;^NQFR5000JPY;;
STTFF;;;^NQFRCADN;;
0869-OL.HK;;;CAPME.PA;;
1105-OL.HK;;;^NQFRLCN;;
BMSA.DE;;;^NQFR7000GBPT;;
RHL1.BE;;;^NQCI2LHTR;;
0940.HK;;;^NQFR3000GBPT;;
NBI.F;;;^RUFFRAPR;;
1999.HK;;;^NQFR2000LMCADN;;
0703-OL.HK;;;^NQCI2PMTR;;
FPC.F;;;INSTN.NX;;
0683-OL.HK;;;^NQFR9000EURN;;
0725-OL.HK;;;WIFRA2770.L;;
1041-OL.HK;;;^NQFR2000LMJPYN;;
KEH.F;;;^NQCI3LHTR;;
PAA.F;;;^NQCI2SOTR;;
CEY2.SG;;;^NQFR3000LMJPY;;
ODL.OL;;;FREM.FGI;;
BMDX.TA;;;^NQCI2CTTR;;
2902.HK;;;WIFRA8530.L;;
8083.HK;;;^NQFR2000LMN;;
N3Y.SG;;;^NQFRSCEURT;;
SALSAIN.BO;;;^NQFR4000CADT;;
1145-OL.HK;;;FRSDPXJ.FGI;;
DFA1.F;;;^NQCI2RMER;;
0046-OL.HK;;;FREMN.FGI;;
2886.HK;;;REX8.DE;;
0109-OL.HK;;;^NQCI3SWTR;;
CTJ1.MU;;;^NQFR7000JPY;;
1192.HK;;;CAPW.PA;;
0642-OL.HK;;;^NQFR4000LM;;
0851.HK;;;^NQFRLCEURN;;
0K9V.L;;;REX9.DE;;
0476-OL.HK;;;^NQCI3PAER;;
GHK.F;;;^NQFR3000LMEURN;;
0030.HK;;;WIFRA2350.L;;
1098-OL.HK;;;^NQFRLCCAD;;
3813.HK;;;^NQCI3GRER;;
0589-OL.HK;;;^NQFR2000JPYT;;
RFH1.SG;;;^NQFR8000GBPN;;
0494-OL.HK;;;^NQFR4000;;
0661-OL.HK;;;REX6.DE;;
CATC.L;;;^NQCI3GCER;;
0146-OL.HK;;;WIFRA.FGI;;
3IW.SG;;;^NQFRSCCAD;;
DJR2.MU;;;^RUFRTLN;;
0673.HK;;;^NQFR4000LMJPY;;
0999-OL.HK;;;INSTK.PA;;
0508.HK;;;INSTS.NX;;
5090@BN.KL;;;^NQFR1000CADN;;
0750.HK;;;INSTP.NX;;
DJQB.BE;;;^NQCI3IMER;;
1131.HK;;;^NQFR9000GBP;;
1199-OL.HK;;;^NQFR2000EURT;;
PDR.F;;;^NQFR;;
1663.HK;;;^NQFR2000LMGBP;;
N2X.F;;;N150.NX;;
3RR.MU;;;^NQCI3SITR;;
CXGEF;;;RI5L.PA;;
0289.HK;;;^NQFRSCT;;
0979-OL.HK;;;INCAC.NX;;
GOR.BE;;;^NQCI2LSER;;
0057-OL.HK;;;FR105000.FGI;;
0152-OL.HK;;;FRSDEURS.FGI;;
TNHA.MU;;;INSTW.NX;;
0P5Z.L;;;INSTZ.PA;;
0472.HK;;;^NQFR8000LMGBPT;;
0904.HK;;;FR15N.FGI;;
0126.HK;;;^NQFR3000JPYN;;
8086-OL.HK;;;^NQCI2TTR;;
VTCB.F;;;^NQFR3000;;
0990.HK;;;REX7.DE;;
0655-OL.HK;;;^NQCI3SNTR;;
M41.SI;;;^NQFRLCJPYN;;
VTX.F;;;^NQCI2CTR;;
ESHB.BE;;;^NQFR4000LMEURT;;
TFN4.F;;;^NQFRMCAUDT;;
0116.HK;;;^NQCI3CCTR;;
0724-OL.HK;;;^NQFR9000LMEURN;;
5229@OM.KL;;;CACPG.NX;;
KR3.BE;;;^NQFR3000LMAUDT;;
1004-OL.HK;;;^NQFRLCAUDT;;
PXGYF;;;^NQFR0001EURN;;
CHY1.F;;;^NQFR1000AUDN;;
BMY.SW;;;^NQFR5000EURT;;
1298-OL.HK;;;^NQFRAUDT;;
CDB.V;;;INSTW.PA;;
DK2.SI;;;^NQFR8000LMCADT;;
LUY1.F;;;^NQFR1000EUR;;
L28.SI;;;^NQFR5000T;;
PDG1.F;;;^NQFR8000EURN;;
BTBA.SG;;;^NQFRN;;
0162-OL.HK;;;^NQFR8000LMGBP;;
1180-OL.HK;;;WIFRA1000.L;;
RMG.V;;;^NQFR8000CAD;;
P8X.BE;;;REXJ.DE;;
8202.HK;;;^NQFR0001T;;
CQ3.BE;;;^NQCI2CUER;;
KG0A.F;;;^NQFRMC;;
1371-OL.HK;;;^NQFR1000N;;
NWS.F;;;^NQFRSCAUDT;;
0398.HK;;;^NQFR9000LMGBPN;;
ESHB.F;;;^NQFR7000AUDN;;
PHL-H.V;;;^NQFRSCCADT;;
HY2.F;;;WIFRA1000.FGI;;
0024-OL.HK;;;^NQFRGBP;;
BMIN3F.SA;;;^NQFR1000JPYN;;
0404-OL.HK;;;FR15.FGI;;
EG0.F;;;^NQFR2000JPYN;;
1229-OL.HK;;;^NQFRMCT;;
HLH.F;;;^NQFR5000CAD;;
1262-OL.HK;;;REXA.DE;;
EMT.V;;;^NQFR8000;;
0760.HK;;;WIFRA9000.L;;
0169.HK;;;^NQFR4000CAD;;
8317.HK;;;^RUFRTCAD;;
HKLD.L;;;^NQCI3KCTR;;
0611-OL.HK;;;^NQCI2SITR;;
NHK.V;;;^NQCI2SNTR;;
8202-OL.HK;;;^NQFR2000GBPT;;
0043-OL.HK;;;^NQCI2SWTR;;
1159-OL.HK;;;^NQCI3GOER;;
MVL.BE;;;^NQFR7000;;
GLIVF;;;FR102000.FGI;;
JINO.ST;;;WIFRA2790.L;;
1132-OL.HK;;;^NQFR9000EURT;;
2000-OL.HK;;;RPFR.L;;
BXE.BE;;;^NQCI3LSTR;;
CWC.V;;;23862742.SG;;
JAR.L;;;^NQCI2RMTR;;
BMW.MU;;;^NQFR5000LMEURT;;
FRHN.F;;;^NQFR0001GBPT;;
CHJ.F;;;FR10.FGI;;
T18.SI;;;^NQFR9000LMCAD;;
RCT1.BE;;;^NQFR3000CADN;;
BMN.L;;;^NQFR7000T;;
PYW.MU;;;INSTR.PA;;
0736.HK;;;^NQFR4000LMEUR;;
0439-OL.HK;;;^NQFRMCEURT;;
TRT1.BE;;;^RUFFNGBP;;
BMR-H.V;;;CAPW.NX;;
TXW.F;;;^RUFFNUSD;;
BVMF3F.SA;;;^NQFRLMJPYN;;
CJW1.F;;;INSTN.PA;;
LLA.F;;;^NQFRMCEUR;;
0721-OL.HK;;;^NQFR2000N;;
0675-OL.HK;;;^NQFR8000JPYT;;
KOS.BE;;;FRND.FGI;;
0K8L.L;;;^NQFR2000AUD;;
0231.HK;;;^NQFR5000GBPN;;
1199.HK;;;^NQFR3000T;;
OYD.HM;;;^NQFR8000LMAUDN;;
LIUB.F;;;FR100001.FGI;;
TVNC.F;;;^NQFR9000JPYN;;
LU4.SG;;;^NQFR8000LMCAD;;
0626-OL.HK;;;REX2.DE;;
FRL.F;;;^NQFR8000LMEUR;;
DIN.F;;;^NQFR5000LMCAD;;
8100.HK;;;^NQCI2METR;;
BTBA.F;;;^NQFR3000LMGBPN;;
CUV.F;;;^NQCI3HGTR;;
CPSDF;;;WIFRA3530.FGI;;
SU8.BE;;;^NQFR9000LMCADT;;
0530-OL.HK;;;WIFRA2750.L;;
1082.HK;;;^NQFR2000LMEURT;;
B7GN.DE;;;WIFRA8670.L;;
HLH.SG;;;^NQFR5000JPYT;;
EBZ.F;;;^NQFR8000LMEURN;;
1049.HK;;;FRTEC.NX;;
2908.HK;;;^NQFR7000EURN;;
0585.HK;;;FRHCN.PA;;
0692-OL.HK;;;^NQFRLMGBPT;;
EER6.F;;;^NQFR0001N;;
S9A.HM;;;WIFRA1350.FGI;;
0592.HK;;;^NQFR7000CADT;;
0910.HK;;;FROGP.PA;;
SNIO.ST;;;^NQFRMCEURN;;
FRLN.SG;;;WIFRA8350.L;;
KT3.MU;;;^NQFR5000LMT;;
6108-OL.HK;;;^RUFRTXST;;
TRT1.F;;;CACPN.NX;;
0539-OL.HK;;;^RUFRTLT;;
8109-OL.HK;;;FR30Q.FGI;;
0571.HK;;;FRX1N.FGI;;
SMIF.F;;;^NQFR9000LMAUD;;
CGR.SG;;;^NQFR4000EURT;;
0412.HK;;;^NQCI3NGTR;;
3TB1.BE;;;SIICN.PA;;
CPQA.F;;;^RUFFTRJP;;
0767.HK;;;^SFW;;
H2X3.BE;;;^NQCI2SBER;;
0127-OL.HK;;;WIFRA3760.FGI;;
MDNL;;;^NQFR3000LMCADN;;
C56.SI;;;WIFRA3570.FGI;;
1028.HK;;;WIFRA2790.FGI;;
TXW.SG;;;^RUFRTTR;;
0674-OL.HK;;;FR15QN.FGI;;
RFH1.F;;;WIFRA4570.FGI;;
0088.HK;;;WIFRA4000.FGI;;
7GO.BE;;;FRGBR3Q.L;;
CFCGF;;;^NQFR4000JPYT;;
LXC-P.V;;;FR106000.FGI;;
LGX1.SG;;;INSMC.NX;;
2904.HK;;;^NQFR9000T;;
EER7.F;;;WIFRA3350.L;;
2975.HK;;;WIFRA2720.L;;
FOU1.F;;;WIFRA6530.L;;
CLTV.F;;;^NQFR0001JPYT;;
0326-OL.HK;;;^NQCI2RBER;;
R2:CSMO11S.SA;;;FRB.PA;;
0765-OL.HK;;;^NQFR8000LMJPY;;
0431-OL.HK;;;^NQCI3RBTR;;
0M3.F;;;FRAP.PA;;
0Q2T.L;;;^NQFR9000LMAUDN;;
0933-OL.HK;;;^NQCI3PEER;;
BMSA.HM;;;^NQFRJPY;;
0891-OL.HK;;;^NQFR3000LMAUDN;;
TNPZF;;;^NQCI3PBER;;
0686-OL.HK;;;CAPWN.NX;;
0506-OL.HK;;;^NQCI3SER;;
FIQT.F;;;^NQCI2IMER;;
1768-OL.HK;;;^NQFR8000EUR;;
0611.HK;;;^RUFRTLC;;
8166.HK;;;^NQFR4000LMCAD;;
CUFA.F;;;^NQFRLC;;
2343.HK;;;^NQFR8000LMJPYN;;
0406.HK;;;FROPN.PA;;
0907-OL.HK;;;INSTU.NX;;
HKHDF;;;^NQFR5000LMAUDN;;
ORWHF;;;SIICG.NX;;
CBA.BE;;;FRCM.PA;;
CTH.F;;;FRUR.FGI;;
1123-OL.HK;;;^NQCI3SIER;;
0M3.MU;;;^NQCI2SOER;;
2983.HK;;;^NQFR5000LMGBPT;;
5214@BN.KL;;;^NQFR1000JPYT;;
CBA.F;;;^NQFR5000LMAUDT;;
1999-OL.HK;;;MSEUN.PA;;
1225.HK;;;^NQFREURT;;
L5N1.F;;;^NQFR1000CADT;;
J4O.BE;;;WIFRA9530.FGI;;
CESTF;;;FRHG.PA;;
NBI.BE;;;^NQFR5000EUR;;
2917.HK;;;^NQFRJPYT;;
2323-OL.HK;;;^NQFR9000LMN;;
CGR.F;;;^NQFR4000CADN;;
0628-OL.HK;;;WIFRA8770.FGI;;
0812-OL.HK;;;WIFRA9570.L;;
0433-OL.HK;;;^NQCI2NGER;;
JYE.F;;;^NQFR7000CAD;;
45P.F;;;PX4.NX;;
INVEXCOBM.MX;;;^NQFR2000LMCADT;;
8048-OL.HK;;;^NQFR8000LMEURT;;
BMN.AX;;;MSIEU.NX;;
MG3B.MU;;;FRX1.FGI;;
N2X.BE;;;^NQCI2PATR;;
0365-OL.HK;;;FRX1QN.FGI;;
0139-OL.HK;;;^NQFRLMCADT;;
0803-OL.HK;;;^RGFR;;
0289-OL.HK;;;^NQFRSCJPYN;;
2882.HK;;;^NQCI2PMER;;
4PC.SG;;;^NQCI3LSER;;
8046.HK;;;FRAPN.PA;;
CL7B.BE;;;^NQCI2PEER;;
0204.HK;;;RI5L.NX;;
0383-OL.HK;;;^RUFRTSC;;
0FB.F;;;MSEUN.NX;;
BMTM;;;WIFRA5550.FGI;;
BMIN10.SA;;;^NQFR8000AUDT;;
0062-OL.HK;;;^RUFRTXN;;
1332.HK;;;^NQFR5000AUD;;
KMK.BE;;;^NQCI3CTTR;;
DVH.BE;;;FROPN.NX;;
0689.HK;;;^NQFR9000LMJPY;;
BMW.SG;;;^NQFR8000AUDN;;
1139-OL.HK;;;FR15Q.FGI;;
BMTO3F.SA;;;^NQFR2000LMJPYT;;
1189-OL.HK;;;^NQFR5000AUDT;;
0499.HK;;;^NQFR1000GBP;;
1010-OL.HK;;;FRFDN.PA;;
8239-OL.HK;;;^NQFR4000LMAUD;;
0544.HK;;;^NQFR5000LMEUR;;
7TR.MU;;;^NQFRSCEUR;;
8089-OL.HK;;;^NQFRLMEURN;;
GIO.MU;;;MSEUG.PA;;
1043-OL.HK;;;^NQCI3CER;;
GLV.MU;;;^NQFR2000GBP;;
NIFTYBEES-EQ.NS;;;31945785.SG;;
1187-OL.HK;;;^NQFR9000LMEUR;;
3300-OL.HK;;;^NQFR5000JPYN;;
BMPS.SW;;;^NQFRLM;;
0566.HK;;;FRTEL.NX;;
OXBMW.SW;;;FRCGN.PA;;
SWP7.F;;;^NQFRSC;;
BMO-PJ.TO;;;WIFRA9000.FGI;;
S9A.SG;;;^NQFR1000EURN;;
0854-OL.HK;;;FRCMN.PA;;
CEY2.F;;;^NQCI3MEER;;
1105.HK;;;^NQCI3PATR;;
0135-OL.HK;;;WIFRA8570.L;;
0693-OL.HK;;;^NQFR5000;;
0339-OL.HK;;;^NQCI3TTR;;
GL3.F;;;INSTT.PA;;
BM.MI;;;^NQCI2CUTR;;
0341-OL.HK;;;^NQFR3000LMEUR;;
T15.SI;;;19747678.SG;;
GIO.BE;;;^NQFR4000LMT;;
0159-OL.HK;;;WIFRA5330.L;;
1005-OL.HK;;;CACPN.PA;;
HK51.SG;;;^NQFR0001JPYN;;
H2X3.F;;;REX4.DE;;
0491-OL.HK;;;^NQFR2000LMEURN;;
8120.HK;;;^NQFR5000GBP;;
C3Q1.F;;;WIFRA5750.L;;
MPY.MU;;;^NQFR2000LMAUDT;;
BMH.SI;;;30676680.NX;;
BAPN.MX;;;FRPG.PA;;
5E3B.SG;;;^NQFR0001CADT;;
1332-OL.HK;;;^RUFFNEUR;;
3RR.BE;;;REXG.DE;;
2123-OL.HK;;;^NQFR1000T;;
8186.HK;;;^NQFR8000LM;;
SMA.BE;;;^NQFR3000LMJPYN;;
0912-OL.HK;;;REXI.DE;;
0029-OL.HK;;;^NQCI2KCER;;
SN6.HM;;;^NQFRMCJPYN;;
0212-OL.HK;;;^NQCI2NIER;;
S3N.SI;;;FRUSLVN.FGI;;
0626.HK;;;^NQCI2BOER;;
0861-OL.HK;;;CAPWG.PA;;
OYD.MU;;;^NQCI3MWER;;
PNY.SG;;;^NQCI2SER;;
0510-OL.HK;;;^NQFRAUD;;
R2:BVMF3S.SA;;;^NQFR5000LMCADN;;
2186.HK;;;^NQFR4000T;;
0497-OL.HK;;;FSTLM.SI;;
0306-OL.HK;;;WITUR8770.L;;
DIN.BE;;;FSEMIPGU.Z;;
B0I.SI;;;FSLI.EX;;
FTQ.BE;;;FSTM.SI;;
HQF.F;;;FSTC.EX;;
0585-OL.HK;;;FSTR.EX;;
VTCB.MU;;;FSTAS5000.SI;;
RLD.L;;;FSEMIPCG.Z;;
M04.SI;;;FSH.CN;;
CEY2.MU;;;FSTICA.SI;;
0622-OL.HK;;;FSMI.EX;;
LIUB.DU;;;FSTAS8000.SI;;
TNHA.F;;;FSTAS4000.SI;;
UTIP11.SA;;;FSTV.EX;;
0377-OL.HK;;;FSTAS0001.SI;;
0432-OL.HK;;;FSTS.SI;;
0HYK.L;;;FSTZ.EX;;
LGX1.F;;;FSEMIPNR.Z;;
BMVA.BE;;;FSTA.EX;;
0199.HK;;;FSTM.EX;;
3T7.BE;;;FSTAS6000.SI;;
ORG.MU;;;FSTI.EX;;
CTJ1.F;;;FSTE.EX;;
CLTV.DE;;;FSTT.EX;;
0934-OL.HK;;;FSTH.EX;;
BMW3.SW;;;FSMM.EX;;
DCK.BE;;;FSEMIPP.Z;;
8075.HK;;;FSTG.EX;;
GHK.BE;;;FSEMIPCP.Z;;
GVP.BE;;;FSEMIPCNR.Z;;
0126-OL.HK;;;FSTF.EX;;
GOGLO.ST;;;FSTCT.SI;;
UTO.BE;;;FSTAS9000.SI;;
3363.HK;;;FSTAS7000.SI;;
1166-OL.HK;;;FSTS.EX;;
0297-OL.HK;;;FSEMIPGR.Z;;
BR9.SI;;;FSTX.EX;;
FPO.SG;;;FSTN.EX;;
0209-OL.HK;;;FSTAM.SI;;
546.SI;;;FSTL.EX;;
0701-OL.HK;;;FSTAS2000.SI;;
1104.HK;;;WIEURS7530.FGI;;
ORI1.F;;;E3X3000.L;;
DKGDF;;;UB5700.L;;
0943.HK;;;WITWN4000.FGI;;
1262.HK;;;E3X3570.L;;
1064.HK;;;E3X6000.FGI;;
HHRBF;;;3RPT.L;;
FRLN.F;;;C5UK5330.L;;
0581-OL.HK;;;E3X3780.L;;
SAK.SG;;;FTUKMSLG.L;;
0583-OL.HK;;;E3X4000.L;;
0298-OL.HK;;;USCSLS2X.FGI;;
0643-OL.HK;;;4GUS.FGI;;
7TR.F;;;TW50U.L;;
BMBMUMG.BO;;;E5700.L;;
8215-OL.HK;;;IL10.L;;
0147-OL.HK;;;3EC2350.FGI;;
0704-OL.HK;;;IT9500.MI;;
BXE.F;;;SLQUKML4.L;;
D8V.SG;;;3EC1350.L;;
GLV.SG;;;SMX8570.L;;
1225-OL.HK;;;M0X2730.FGI;;
0948.HK;;;SMX2790.L;;
BMSA.BE;;;M0X8630.FGI;;
KG0A.BE;;;E3X3760.L;;
MTK.MU;;;3EC8530.FGI;;
P4A1.F;;;IL07.L;;
8172-OL.HK;;;E3X6530.FGI;;
0NV9.L;;;3EC2770.FGI;;
TXWHF;;;SS07.FGI;;
EM7A.BE;;;3RDK.L;;
7GO.F;;;TWMC.TW;;
VEG.CN;;;C5UK3000.L;;
1160-OL.HK;;;IT7000.MI;;
1091-OL.HK;;;ITSTAR.MI;;
0589.HK;;;E3X9000.FGI;;
0355-OL.HK;;;C5UK3350.L;;
MPY.BE;;;M0X0530.FGI;;
0015-OL.HK;;;UNUL.FGI;;
LBJ.F;;;3RIT.FGI;;
LBJ.MU;;;C5UK5000.L;;
0927-OL.HK;;;SLQUKMS1.L;;
HT2.F;;;C5UK2350.L;;
1187.HK;;;SMX4570.L;;
0022-OL.HK;;;^NMX2770;;
4116.TWO;;;UB5700.FGI;;
3813-OL.HK;;;FTUSLU.FGI;;
0224-OL.HK;;;E3X6530.L;;
1003-OL.HK;;;M0X3570.FGI;;
0578-OL.HK;;;M0X2770.L;;
SO7.HM;;;RNEIINDO.L;;
OWT.BE;;;C5UK6570.L;;
BMVA.F;;;E3X6000.L;;
0367-OL.HK;;;IPOST.FGI;;
SOP.AX;;;C5UK2770.L;;
0909.HK;;;3EC8770.L;;
0627.HK;;;E3X5750.FGI;;
HQF.BE;;;3RGB.L;;
WCQ1.F;;;SMX8530.L;;
ERE.DU;;;3EC5330.FGI;;
H8CB.F;;;RNCXE.L;;
0729.HK;;;C5AX3720.L;;
0590-OL.HK;;;E3X3570.FGI;;
OIHC.F;;;3EC2750.FGI;;
SXYA.F;;;E3X1750.FGI;;
0136-OL.HK;;;3EC5000.L;;
8271.HK;;;3EC4570.L;;
GGI.F;;;UKXUSDM.FGI;;
CTE.F;;;3RES.L;;
FRL.SG;;;SD13.FGI;;
0616.HK;;;3EC1000.L;;
0650-OL.HK;;;FTUSLNU.FGI;;
1811-OL.HK;;;M0X5550.L;;
0632.HK;;;3EC7570.FGI;;
VTX.MU;;;M0X2730.L;;
1192-OL.HK;;;S0XU.FGI;;
0616-OL.HK;;;US500.L;;
EBF-UN.TO;;;^FTUB8500;;
27B.SG;;;E9500.L;;
BMW3.SG;;;SMX8630.L;;
8100-OL.HK;;;SMX8980.L;;
0241.HK;;;^FTUB8300;;
CFNB.SG;;;M0X2710.FGI;;
FIH2.SG;;;PTGOV01.L;;
0989-OL.HK;;;E3X5550.FGI;;
LBJ.SG;;;C5UK2750.L;;
BMA.V;;;M0X6530.L;;
0834-OL.HK;;;UB1300.FGI;;
W12.SI;;;IT2000.MI;;
1213.HK;;;C5UK3530.L;;
GIO.F;;;IT6000.MI;;
6108.HK;;;3RCH.FGI;;
1193-OL.HK;;;UNUT.FGI;;
0342-OL.HK;;;SWCHN.L;;
0563-OL.HK;;;SLQUSL4.FGI;;
P36.SI;;;M0X5750.FGI;;
ESHB.SG;;;M0X0001.FGI;;
NOFO.ST;;;E3X5000.L;;
0903-OL.HK;;;^FTUB3300;;
0610-OL.HK;;;M0X3570.L;;
1118-OL.HK;;;^FTUB0500;;
FRL.DU;;;E3X6570.L;;
FP1.SI;;;RNEIIND.FGI;;
FPO.BE;;;3EC2000.FGI;;
BM1.SG;;;E1X.L;;
KYW.SG;;;E3X8530.L;;
0REH.L;;;C5UK3780.L;;
NWW2.F;;;^RAFILG;;
0578.HK;;;^NQUSS8532CADN;;
BM1.DU;;;^NQUSS8532GBPT;;
0567.HK;;;^RUFSWTRJ;;
GL3.SG;;;^NQUSS3726CADN;;
1184-OL.HK;;;^NQUSS3726EURT;;
HK51.MU;;;^RUFDITRG;;
3143-OL.HK;;;^PF&REIT.BK;;
2668.HK;;;^RUFDINUS;;
0709-OL.HK;;;^SPEUF;;
FIH2.BE;;;^NQUSS8532GBP;;
S3M.BE;;;^NQUSS8532CADT;;
0180-OL.HK;;;^RUFIDNUS;;
0593.HK;;;^RUFGURET;;
1NC.MU;;;^MLPMH;;
0771-OL.HK;;;^RUFGLTU;;
OZ9.F;;;^RUFNTRGB;;
5090.KL;;;^RUFSWPR;;
0262-OL.HK;;;^REVWFIN;;
0467-OL.HK;;;^REVWL;;
DOF5.F;;;^RUFDELNU;;
0321-OL.HK;;;^RAFISG;;
UTO.F;;;^RUFMNGBP;;
DIN.DU;;;^RUFIDTRJ;;
0078.HK;;;^SPSFIT;;
SMA.MU;;;^RUFEULU;;
KEH.MU;;;^NQUSS3726CAD;;
0207-OL.HK;;;^RUFDEPR;;
G20.SG;;;^SP500FTR;;
GDC.MU;;;^RUFDCNGB;;
BMA.SI;;;^RUFGDSNU;;
KYW.MU;;;^NQUSS8532N;;
0680-OL.HK;;;^NQUSS3726JPYT;;
0313-OL.HK;;;^RUFVC7TR;;
CTJHF;;;^NQUSS8532;;
BWOO.ST;;;^RUFGTREU;;
C41.F;;;^RUFNTRJP;;
0378-OL.HK;;;24800192.SG;;
TQG.F;;;^RUFSNEUR;;
1076.HK;;;^RUFEUUSD;;
T76.F;;;^SMEZ-EU;;
CL7B.F;;;^RUFNNUSD;;
PNY.F;;;^RUFIDTRG;;
0204-OL.HK;;;^RUFUSUSD;;
CSMO11.SA;;;^RUFDINTE;;
1223-OL.HK;;;^RUFJNGBP;;
SRO.L;;;^RUFDELE;;
BMN.F;;;^RUFDCNJP;;
0621-OL.HK;;;^NQUSS3726;;
0084-OL.HK;;;^RUFJTREU;;
0088-OL.HK;;;^RUFDCNEU;;
8037-OL.HK;;;^RUFJNJPY;;
LIUB.MU;;;^RUFNTREU;;
0704.HK;;;^RUFGDLTU;;
KWO.F;;;^RUFDITRU;;
0186.HK;;;^RUFGNUSD;;
0055-OL.HK;;;24801972.SG;;
ESK.F;;;^RUFGUREN;;
FOU1.MU;;;^RUFDINNG;;
8150-OL.HK;;;^RUFEUSNU;;
2186-OL.HK;;;^RUFGDXUU;;
0720-OL.HK;;;^RUFGNJPY;;
F12.SI;;;^RUFCNTRJ;;
8021-OL.HK;;;^RUFDINJP;;
4PC.F;;;^RUFSINUS;;
0152.HK;;;^RUFDENPR;;
CFH.F;;;^RUFTWTRJ;;
H4W.F;;;^RUFEULNU;;
ESJ.F;;;^RUFDXSTU;;
0138.HK;;;^RUFGURE;;
8239.HK;;;24801842.SG;;
BZX.MU;;;^RUFDITRE;;
GWCC.F;;;^RUFUSSU;;
2916.HK;;;^RUFRTRUS;;
PJJ1.MU;;;^RUFSWTRU;;
2997.HK;;;^RUFSWTRE;;
0635-OL.HK;;;^RUFDINTJ;;
2944.HK;;;^RUFUSRE;;
SMID.BE;;;^RUFGDTU;;
0918.HK;;;^REVWM;;
LUP.F;;;^RUFDVC7T;;
C8G1.SG;;;^RUFGNEUR;;
RH6B.F;;;^RUFGTRGB;;
KLR.AX;;;^RUFSPNPR;;
0630.HK;;;^RUFUSNU;;
MOBI11.SA;;;^RUFUSLU;;
0702-OL.HK;;;^RUFDEURU;;
0632-OL.HK;;;^RUFINDPR;;
SO7.MU;;;^SMEZ-IV;;
BMD.L;;;^RUFGSUSD;;
WORD.F;;;24801852.SG;;
PLJ1.F;;;^RUFDXLNU;;
0889-OL.HK;;;^RUFEUSTU;;
1168-OL.HK;;;^RUFEUZTE;;
19Z1.BE;;;^RUFEZLTE;;
0340-OL.HK;;;^RUFDINTU;;
RRJ.F;;;^SPSFI;;
PLJ1.SG;;;^RUFGSNU;;
8083-OL.HK;;;^RUFGDSU;;
EBZ.MU;;;^RUFUSLTU;;
BU3.MU;;;24801850.SG;;
0495-OL.HK;;;24801904.SG;;
0198-OL.HK;;;^RUFAPLTU;;
0764-OL.HK;;;^SPSFFI;;
BU3.BE;;;^RUFGEUSD;;
